name,brand,family,notes_top,notes_heart,notes_base
edgewater,michael-malul-london,aromatic,bergamot|grapefruit|apple|peppermint|black pepper|cardamom|cinnamon,lactones|fig leaf|coconut|lavender|sage|saffron|petitgrain|timur|coumarin,patchouli|cedar|sandalwood|vanilla|tobacco|tonka bean|heliotrope
authentic-hero-style,mary-kay,warm spicy,italian lemon|indian ginger|mint|litsea cubeba|safraleine,madagascar cloves|cardamom|lavender|geranium|artemisia,amber|spanish labdanum|indonesian patchouli leaf|cypriol oil or nagarmotha
to-break,mark-buxton,fruity,pineapple|green apple|magnolia,iris|spices,sandalwood|ambrette (musk mallow)|musk|ambergris
sounds-visions,mark-buxton,woody,pepper|ginger|cardamom|bergamot|mandarin orange,brazilian rosewood|rose|jasmine|nutmeg,guaiac wood|cedar|patchouli|sandalwood
omen,manos-gerakinis,fresh spicy,apple|bay leaf|saffron,balsam fir|buchu or agathosma|jasmine,leather|agarwood (oud)|amber|ambergris|tonka bean|musk
cool-black,mandarina-duck,citrus,bergamot|lemon peel|black pepper,violet|elemi|hyssop,musk|cedar|moss
cruiser-for-men,lomani,aromatic,basil|clary sage|lemon|rosemary,cedar|fern|sandalwood|lavender,tobacco|canadian pine|praline|leather
lomani-white-intense,lomani,citrus,orange|lemon|bergamot|cardamom,herbal notes|ylang-ylang|atlas cedar,white musk|vetiver|woody notes
madame,lancetti,earthy,rose|ylang-ylang|freesia|gardenia|lily,plum|peach|jasmine,oak moss|patchouli|iris|tonka bean
russian-matrioshka-russkaa-matreska,ladanika,aromatic,aldehydes|pine tree|water notes|fir|sage|juniper|bergamot|lemon,green apple|sandalwood|sour cherry blossom|japanese cherry blossom|cassis|patchouli|jasmine,rye|candy apple|butter|honey|vanilla|celery seeds|caraway|mate
secret-dream,la-rive,fruity,tropical fruits|litchi|red berries|kiwi|apple|melon|quince|mandarin orange|orange|lemon,white chocolate|cupcake|jasmine|red fruits|heliotrope|orchid|violet|sandalowood,vanilla|musk|orris root|woodsy notes|cedar|benzoin|vetiver
let-the-dance-begin,la-perla,woody,davana|cardamom|black pepper|pink pepper|citruses|neroli|bergamot|orange,cinnamon|caramel|tuberose|geranium|damask rose|ylang-ylang,cashmeran|patchouli|tonka bean|cedar|sandalwood
adios-pampamia-mujer,la-martina,woody,hazelnut|pink pepper|green notes,iris|incense|freesia,woody notes|vanilla|amber
papavero-soave,l-erbolario,floral,prunella|peach|mandarin orange,red poppy|artemisia|water jasmine|ylang-ylang|lily|neroli|lilac|rose petals,amber|vanilla|patchouli|sandalwood|musk
primaverde,l-erbolario,citrus,amalfi lemon|bergamot|mango|papaya|mandarin orange|peach,primrose|freesia|lily-of-the-valley|rose,musk|amber
yasmina,kajal,warm spicy,cardamom|saffron|rose,leather|jasmine|whiskey|orris,tonka bean|patchouli|vanilla
secret-amber,jovan,amber,nutmeg|ginger,cinnamon|rose,amber|vanilla|musk
joop-splash-summer-ticket,joop,aromatic,lemon|coriander,sea water|violet leaf,cedar|labdanum
wow-eau-de-parfum-intense-for-women,joop,rose,rose|black pepper|raspberry,red rose|peony|osmanthus,patchouli|white musk
vivid-velvet,jesus-del-pozo,sweet,blood orange|exotic fruits,jasmine|ambergris,sugar|moss
oasis-oud,habibi-ny,oud,raspberry leaf|cistus incanus,peony|jasmine|patchouli|leather,agarwood (oud)|cypriol oil or nagarmotha|cedar|tonka bean|musk
ghost-deep-night,ghost,fruity,night blooming cereus|rose,woodsy notes|peach|apricot,vanilla|musk|amber
gai-mattiolo,gai-mattiolo,fruity,peach|white flowers|bergamot|melon|lemon,carnation|pear|violet leaf,musk|amber
that-s-amore-lei,gai-mattiolo,floral,rose|ginger|water notes|yuzu|orange|bergamot,peony|lily|magnolia|violet|jasmine|geranium|freesia|lilac,cedar|oakmoss|vanilla|white musk
private-edition,gabriela-sabatini,powdery,melon|pineapple|mandarin orange,violet|jasmine|lily-of-the-valley,sandalwood|white musk|patchouli
humboldt,fueguia-1833,citrus,bergamot,passionfruit,tangerine
thays,fueguia-1833,floral,osmanthus,green tea,mate
eau-de-hongrie,fragonard,amber,bergamot|melon|lavender,jasmine|lily-of-the-valley|galbanum,amber|french labdanum|cedar
marquetry,etro,amber,lavender|peach|bergamot,peru balsam|galbanum|tonka bean|rose,amber|vanilla|coumarin|labdanum|musk
musk-eau-de-parfum,etro,woody,lemon verbena|bergamot|grapefruit,sandalwood|guaiac wood|cedar|white rose,musk|sandalwood
black-caviar,electimuss,aromatic,caviar|agarwood (oud)|cedar,rosemary|lavender|sage,oakmoss|vetiver|patchouli
magnolia-romana,eau-d-italie,floral,cypress|basil|petitgrain|african orange flower|nutmeg,magnolia|water notes|lotus|tuberose|rose,musk|hay|virginia cedar
dilis-classic-collection-no-24,dilis-parfum,citrus,blood orange|black currant|clementine|mandarin orange|pear,ginger|ginger flower|hibiscus|tuberose|freesia,vanilla|sandalwood|musk|california cedar
dilis-classic-collection-no-31,dilis-parfum,floral,tuberose|freesia|mandarin orange,rose|jasmine|plum|lily-of-the-valley,heliotrope|raspberry|vanilla|patchouli
rocco-mint,dedcool,white floral,jasmine|mint,lily|lotus,oakmoss|clove
old-windsor-eau-de-cologne,crabtree-evelyn,citrus,bergamot|bitter orange|lemon,lavender|rose|verbena,sandalwood|musk|cedar
tokyo-anne-flipo,contes-de-parfums,fruity,red berries|grapefruit|pear,rose|tea|cherry blossom|bergamot,musk|linen|white cedar extract|cotton flower
e-for-men-gourmand-oriental-with-sweet-clove,clive-christian,warm spicy,rum|peach,labdanum,clove|syrup|caramel|maple|cinnamon|bourbon vanilla
e-for-women-green-fougere-with-aromatic-lavender,clive-christian,aromatic,lavender|fern,narcissus|rose,green notes
moonlight-bloom,christina-aguilera,fruity,plum|black currant|dahlia,night blooming jasmine|rose|narcissus,musk|sandalwood|ambrette (musk mallow)
megalium,carner-barcelona,warm spicy,cinnamon|cinnamon leaf|calamus|mandarin orange,nutmeg|pimento|white pepper|bulgarian rose,myrrh|olibanum|opoponax|styrax
shomal,botanicae,musky,hyacinth|mandarin orange,jasmine|iris|patchouli,musk|amber|vanilla
magia,bois-1920,citrus,bergamot|mandarin orange,sandalwood|jasmine|amber,musk|animal notes
violette-sacree,au-pays-de-la-fleur-d-oranger,woody,violet|violet leaf|bergamot,jasmine|orange blossom|rose|lily-of-the-valley,woody notes|cedar|vetiver|musk
cioccolato-allegro,atelier-segall-barutti,warm spicy,green notes|red fruits|nutmeg,cacao|chocolate flower|mandarin orange|blueberry,sandalowood|ambergris|myrrh|resins|patchouli|parsley
eau-de-lancaster,lancaster,aromatic,bergamot|coriander|basil|lavender|mandarin orange,palisander rosewood|lily|floral notes|jasmine|peach,oakmoss|amber|vanilla
l-aventure-gold,al-haramain-perfumes,fruity,bergamot|black currant|green leaves,lily-of-the-valley|plum|jasmine|rose|orchid,musk|vanilla|sandalwood
royal-musk,al-haramain-perfumes,powdery,ylang-ylang|pepper|bergamot,orris|lily-of-the-valley|jasmine,musk|beeswax
haramain-signature-rose-gold,al-haramain-perfumes,fruity,black currant|bergamot|mandarin orange|ylang-ylang,jasmine|orris|dried fruits|freesia|peach,musk|amber|vanilla
voyage,armaf,warm spicy,grapefruit|iris|cardamom|sage,cinnamon|lavender|violet leaf,tonka bean|woody notes
club-de-nuit-man,armaf,warm spicy,mandarin orange|grapefruit|mint,cinnamon|cloves|ginger|pepper,amber|spicy notes|woody notes|patchouli|leather
derby-club-house-fairmount,armaf,fruity,peach|mango|cassis|pink peony|pink pepper,litchi|pineapple|pomegranate,white tea|white musk|teak wood|sandalwood
ivete-sangalo,avon,sweet,bellini|nectarine|peach|violet leaves,turkey red rose|orchid|jasmine,praline|vanilla|sandalowood|vetiver|musk
aquavibe-ameixa,avon,sweet,plum|watermelon|pineapple,violet|lily-of-the-valley|orange blossom,cotton candy|vanilla|musk
aquavibe-mix-chypre-capim-limao,avon,citrus,lemongrass,freesia,patchouli
attraction-one-intense,avon,warm spicy,cardamom|pink pepper|bergamot|watery notes,coffee|saffron|lemon blossom,vanilla|sandalwood|tonka bean
christian-lacroix-nuit-for-men,avon,woody,tobacco|lavender|bergamot,violet|cypress|cardamom,woodsy notes|resin|iris
exclusive-in-black,avon,aromatic,sea notes|calypsone|mint,lavender|violet|geranium,vetiver|musk|sandalwood
segno,avon,woody,sicilian lemon|black pepper|basil,whiskey|haitian vetiver|lavender,ambertonic|leather|patchouli
blue-charm,azzaro,floral,cherry blossom|white peach|bergamot,lotus|lilac|lily,white musk|cedar|white amber
azzaro-pour-homme-limited-edition-2015,azzaro,aromatic,orange|lavender|fennel|basil|ginger|star anise,cardamom|vetiver|sandalwood|patchouli,oakmoss|amber|leather|musk
solarissimo-marettimo,azzaro,citrus,lemon|citron,sea water|haitian vetiver,cedar|labdanum
pure-wonder,bath-body-works,white floral,rose|ice,star jasmine,white amber
sweet-pea-forever,bath-body-works,fruity,peach|bergamot|red apple|mandarin orange|orange|apricot|violet leaf,black currant|nectarine|african orange flower|tiare flower|gardenia|tuberose|marigold,musk|woodsy notes
wrapped-in-sugar,bath-body-works,powdery,coconut|apple|mandarin orange|martini,coconut|jasmine|heliotrope,marshmallow|musk|amber|white wood
sweet-cinnamon-pumpkin,bath-body-works,warm spicy,pumpkin|apple|ginger,cinnamon|ginger|jasmine,vanilla|rum|amber
raspberry-sweet-mint,bath-body-works,sweet,raspberry|lemon|pomelo|nectarine,pink lotus|mint|jasmine|apple blossom,sugar cane|vanilla|amber|musk|teak wood
dubai-amber,bond-no-9,woody,pink pepper|saffron|bergamot|raspberry,gurjan balsam|guaiac wood|bulgarian rose|jasmine,amber|cedar|vanilla
dubai-gold,bond-no-9,woody,brandy|saffron|bitter orange,cedar|guaiac wood|ginger,sandalwood|amber|musk|patchouli
bvlgari-man-in-black-parfum,bvlgari,warm spicy,spices|elemi,tuberose|iris,siam benzoin|dark woodsy notes
playing-with-the-devil,by-kilian,fruity,black currant|white peach|litchi|blood orange,pimento|pepper|rose|jasmine,vanila|sandalwood|patchouli|cedar|benzoin|tonka bean
love-eau-fraiche,by-kilian,floral,neroli|petitgrain,jasmine|peony|freesia,marshmallow|white musk
loulou-blue,cacharel,vanilla,anise|green notes|peach|bergamot,orchid|honeysuckle|orris root|freesia,vanilla|tonka bean|sandalwood|vetiver
ck-one-collector-bottle-2008,calvin-klein,fresh spicy,bergamot|cardamom|pineapple|papaya,tea|nutmeg|jasmine|violet,musk|amber
212,carolina-herrera,white floral,orange blossom|cactus flower|bergamot|mandarin orange,lily|freesia|gardenia|jasmine|lily-of-the-valley|white camelia|rose|peony,musk|sandalwood
212-glam-men,carolina-herrera,cacao,cacao|dark chocolate,tobacco|tonka bean,musk|woodsy notes
ch-grand-tour,carolina-herrera,sweet,brazilian orange|lemon|grapefruit,iris|orange blossom,dulce de leche
eau-de-cartier,cartier,citrus,yuzu|bergamot|coriander,violet leaf|violet|lavender,cedar|musk|white amber|patchouli
so-pretty-eau-fruitee,cartier,citrus,bergamot|neroli|mandarin orange,rose|iris|orchid|jasmine,musk
coco-mademoiselle-hair-mist-2023,chanel,citrus,orange,jasmine|rose,patchouli|vetiver
happy-spirit-elixir-d-amour,chopard,white floral,yellow freesia,jasmine sambac,cashmere wood|white musk|amber
happy-spirit-forever,chopard,white floral,pink pepper|yellow mandarin,rosemary|orange blossom|jasmine,amber|patchouli
infiniment,chopard,citrus,petitgrain|bergamot|sichuan pepper,lotus|tuberose|bulgarian rose,sandalwood|musk|benzoin
summer-splash-warm-cotton-breeze,clean,citrus,aldehydes|mandarin orange|orange|bergamot,lily-of-the-valley|pear blossom|hyacinth,musk|amber|white wood
coach-floral-eau-the-parfum,coach,white floral,pineapple|pink pepper|orange|bergamot|lemon,gardenia|tea rose|jasmine sambac|hedione,musk|patchouli|woody notes|vanilla|sandalwood
bois,commodity,woody,pink pepper|angelica|pimento,jasmine|orchid|freesia,cedar|sandalwood|vanilla
millesime-1849,creed,woody,calabrian bergamot,ylang-ylang|jasmine|patchouli|cedar,sandalwood|bourbon vanilla|musk|agarwood (oud)
royal-princess-oud,creed,powdery,bergamot|violet|rose,patchouli|tuscan iris|jasmine|vanilla absolute,agarwood (oud)|sandalwood|siam benzoin|styrax
d-s,ds-durga,woody,saffron|gardenia|frangipani,agarwood (oud)|lotus|damask rose,sandalwood|vetiver|ambrette (musk mallow)
gateau-blackout,ds-durga,warm spicy,black cherry|pine|incense,cacao pod|orris root|jasmine,fire|vanilla|musk
cool-water-deep,davidoff,woody,mandarin orange|kiwi|cactus|juniper|apple,fir resin|cedar needles|clary sage,hinoki wood|guaiac wood|labdanum|white musk|elemi resin
cool-water-pure-pacific-for-her,davidoff,fruity,melon|mint|pineapple,bamboo|lily-of-the-valley|jasmine|violet,peach|sandalwood|orris root
davidoff-cool-water-men-ice-fresh,davidoff,citrus,grapefruit|amalfi lemon|mandarin orange,sage|basil,green notes
k-by-dolce-gabbana-eau-de-parfum,dolce-gabbana,aromatic,blood orange|juniper berries|pimento|lemon|sicilian lemon|cardamom,fig nectar|lavender|geranium|clary sage,cedar|patchouli|vetiver|cypriol oil or nagarmotha
velvet-cypress,dolce-gabbana,aromatic,sicilian lemon|bergamot,cypress|galbanum|clary sage,cedar
sunflowers-morning-gardens,elizabeth-arden,citrus,grapefruit|bergamot|red currant|neroli|pink pepper,sunflower|peony|rose oil|honeysuckle,musk|vetiver|cedar
escada-s,escada,woody,rose|plum|black currant,almond blossom|rose|pimento|lily-of-the-valley,hazelnut|mahogany|sandalwood|musk
especially-escada-delicate-notes,escada,rose,pear|hamanasu or japanese rose|grapefruit,rose|ambrette (musk mallow)|ylang-ylang,musk|woodsy notes
fl-18,a-n-other,leather,saffron|cotton candy|elemi resin,mate|ambrette (musk mallow)|night blooming jasmine,leather|cashmere musk|labdanum|amberwood
mirto-di-panarea-limited-edition,acqua-di-parma,aromatic,myrtle|italian lemon|bergamot|basil,sea notes|jasmine|damask rose,juniper|virginian cedar|amber|mastic or lentisque
imitation-man,amouage,leather,citron|nutmeg|black pepper,turkish rose|orris|violet,leather|myrhh|patchouli|vetiver|castoreum
silver-musk,afnan,musky,musk,musk,musk|powdery notes
eaudemoiselle-de-givenchy-eau-florale,givenchy,rose,pear|pink grapefruit,hamanasu or japanese rose|water jasmine,musk|woody notes
gentlemen-only,givenchy,woody,pink pepper|green mandarin|birch leaf|nutmeg|bergamot,vetiver|cedar|patchouli|violet leaf|elemi,incense|musk
harvest-2008-ange-ou-demon-jasmin-sambac,givenchy,white floral,saffron|mandarin orange|thyme,ylang-ylang|jasmine|lily|orchid,tonka bean|oakmoss
flora-by-gucci-gorgeous-gardenia,gucci,fruity,pear|red berries,gardenia|frangipani,patchouli
gucci-guilty-black-pour-femme,gucci,fruity,red berries|pink pepper,raspberry|lilac|violet|peach|red currant,patchouli|amber|caramel
a-gloaming-night,gucci,woody,cinnamon,vetiver,patchouli
aqua-allegoria-figue-iris,guerlain,violet,violet|bergamot|grapefruit,fig leaf|iris,vanilla|vetiver
idylle-duet,guerlain,rose,rose|patchouli,lily-of-the-valley|freesia|peony|jasmine,musk
l-instant-d-un-ete,guerlain,citrus,grapefruit|bitter orange,magnolia|jasmine|ylang-ylang,vanille|benzoin|musk
la-petite-robe-noire-couture-limited-edition-2014,guerlain,rose,raspberry|bergamot,rose,tonka bean|patchouli|vetiver|moss
les-voyages-olfactifs-04-paris-london,guerlain,green,rhuburb|bergamot|grapefruit,rose|violet|cardamom,tea|virginia cedar|vetiver
boss-the-scent-intense,hugo-boss,warm spicy,cardamom|ginger,maninka|lavender,leather|vanilla|woody notes
nectar-d-issey-premiere-fleur,issey-miyake,fruity,nashi pear|fruits,peony|jasmine,white musk|sandalwood
pleats-please-l-elixir,issey-miyake,floral,gardenia|heliotrope,peony|sweet pea,vanilla|cedar|patchouli
classique-eau-fraiche-andre-edition,jean-paul-gaultier,white floral,sugar cane|ginger|sorbet|lemon,orange blossom|tiare flower|jasmine,vanilla|musk|labdanum
classique-x,jean-paul-gaultier,citrus,bergamot|mandarin orange,african orange flower|iris|peony,virginia cedar|vanille
tempting-rose,jimmy-choo,rose,pear|litchi|raspberry,rose|cedar|white blossom,sandalwood|musk
poppy-barley,jo-malone-london,powdery,fig|violet|black currant,powdery notes|wheat|poppy,barley|white musk|bran
orange-blossom-cologne-2019,jo-malone-london,citrus,clementine|citron|green notes,orange blossom|lotus,lilac|orris|vetiver
tuberose-angelica-limited-edition,jo-malone-london,tuberose,angelica,tuberose,amber|woody notes
dirty-english-for-men,juicy-couture,woody,cedar|mandarin orange|cardamom|bergamot|caraway,leather|atlas cedar|sandalwood|vetiver|marjoram,oud|ebony|musk|oakmoss|amber
viva-la-juicy,juicy-couture,sweet,wild berries|mandarin orange,gardenia|honeysuckle|jasmine,caramel|praline|vanilla|amber|sandalwood
viva-la-juicy-petals-please,juicy-couture,floral,cloudberry|water lily|magnolia,rose water|gardenia|pink freesia|egyptian jasmine,madagascar vanilla|caramel|salt|woodsy notes|amber
parfum-d-ete-2002,kenzo,green,lily-of-the-valley|green notes,hyacinth|jasmine|peony,white musk|sandalwood
summer-by-kenzo,kenzo,powdery,citruses|lemon|bergamot,mimosa|almond milk|lily-of-the-valley|violet|freesia|jasmine,musk|lemon|amber|woodsy notes|styrax|cedar
l-eau-par-kenzo-electric-wave-pour-femme,kenzo,floral,nectarine|tangerine,white lotus|jasmine,white musk|cedar
voleur-de-roses,l-artisan-parfumeur,patchouli,plum|geranium|bergamot,patchouli|rose,benzoin|amber|sandalwood|musk
hypnose-eau-legere,lancome,vanilla,guava|lemon,passion flower|vanilla,vetiver
la-vie-est-belle-l-eau-de-parfum-blanche,lancome,musky,pink pepper|bergamot,iris|orange blossom|neroli|jasmine sambac,sweet notes|white musk|ambrette (musk mallow)|patchouli
o-de-l-orangerie,lancome,citrus,african orange flower|citruses|orange|bergamot,jasmine,virginia cedar|benzoin
rouat-al-oud,lattafa-perfumes,rose,saffron|raspberry,rose|geranium|patchouli,agarwood (oud)|amber|leather|cedar
ta-weel,lattafa-perfumes,citrus,ginger|bergamot|juniper|nutmeg,orange blossom|lavender,ambroxan|leather|vetiver|patchouli
aire-loco,loewe,citrus,bergamot|pink pepper|magnolia|neroli,passionfruit|african orange flower|jasmine|freesia|rose,cardamom|virginia cedar|patchouli|vanilla
lolita-lempicka-original,lolita-lempicka,soft spicy,anise|bergamot,licorice|iris|tonka bean,vanilla|praline|musk|patchouli
lolitaland,lolita-lempicka,fruity,bellini|orange|italian mandarin|pepper|lemon|grapefruit|lime,white peach|plum|black currant|jasmine sambac|jasmine|magnolia|rose,madagascar vanilla|licorice|benzoin|white musk|sandalwood
les-4-saisons-printemps,m-micallef,fruity,bergamot|pear,rose|raspberry|black currant,musk|vanille|sandalwood|cedar|guaiac wood
soleil-d-italie,mancera,citrus,bitter orange|lime|mandarin orange|calabrian bergamot|cardamom|pink pepper,watery notes|bulgarian rose|patchouli leaf,white musk|ambergris|vetiver|cedar|guaiac wood
holidays,mancera,sweet,coconut|bergamot,tiare flower|ylang-ylang|sea notes,vanilla pod|sandalwood|white musk
sicily,mancera,citrus,mandarin orange|grapefruit|peach|pineapple|bergamot|apple,jasmine|ylang-ylang|violet|rose,white musk|woody notes
daisy-10th-anniversary-edition,marc-jacobs,violet,violet leaf|strawberry|grapefruit,violet|jasmine|gardenia,musk|vanilla|sandalwood
marc-jacobs-autumn-splash-amber,marc-jacobs,amber,star anise|ginger,amber|lily|cassia,cashmere wood|tonka bean|benzoin
